,year,importer1,importer2,flow1,flow2
0,1948,United States of America,Canada,1794.0,2038.5
1,1948,United States of America,Cuba,374.98001,440.95999
2,1948,United States of America,Haiti,18.84,20.200001
3,1948,United States of America,Dominican Republic,35.209999,46.98
4,1948,United States of America,Mexico,312.0,458.60001
5,1948,United States of America,Guatemala,50.0,52.099998
6,1948,United States of America,Honduras,17.0,30.690001
7,1948,United States of America,El Salvador,35.0,30.4
8,1948,United States of America,Nicaragua,13.0,22.110001
9,1948,United States of America,Costa Rica,25.0,32.900002
10,1948,United States of America,Panama,10.0,52.580002
11,1948,United States of America,Colombia,265.0,235.0
12,1948,United States of America,Venezuela,303.0,598.40002
13,1948,United States of America,Ecuador,21.0,37.619999
14,1948,United States of America,Peru,44.0,90.800003
15,1948,United States of America,Brazil,575.0,646.58002
16,1948,United States of America,Bolivia,59.0,37.07
17,1948,United States of America,Paraguay,4.0900002,6.23
18,1948,United States of America,Chile,203.0,114.3
19,1948,United States of America,Argentina,202.0,604.0
20,1948,United States of America,Uruguay,65.0,67.400002
21,1948,United States of America,United Kingdom,327.0,738.5
22,1948,United States of America,Ireland,3.0,45.799999
23,1948,United States of America,Netherlands,43.57,324.19
24,1948,United States of America,France,73.089996,384.51001
25,1948,United States of America,Switzerland,119.0,222.0
26,1948,United States of America,Spain,41.0,31.4
27,1948,United States of America,Portugal,22.0,94.300003
28,1948,United States of America,Poland,1.24,55.669998
29,1948,United States of America,Hungary,2.0,8.6000004
30,1948,United States of America,Czechoslovakia,22.120001,36.5
31,1948,United States of America,Italy,106.0,553.70001
32,1948,United States of America,Albania,0.0,0.34
33,1948,United States of America,Yugoslavia,5.02,8.0100002
34,1948,United States of America,Greece,19.48,238.46001
35,1948,United States of America,Bulgaria,1.0,2.0
36,1948,United States of America,Romania,1.0,8.0
37,1948,United States of America,Russia,97.0,28.0
38,1948,United States of America,Finland,44.0,50.299999
39,1948,United States of America,Sweden,102.0,192.5
40,1948,United States of America,Norway,33.48,100.13
41,1948,United States of America,Denmark,5.9499998,102.94
42,1948,United States of America,Iceland,4.0,13.2
43,1948,United States of America,Liberia,0.0,0.0
44,1948,United States of America,Ethiopia,7.1799998,4.6700001
45,1948,United States of America,South Africa,152.0,492.0
46,1948,United States of America,Iran,32.0,38.700001
47,1948,United States of America,Turkey,56.0,136.3
48,1948,United States of America,Iraq,11.0,14.3
49,1948,United States of America,Egypt,30.07,36.349998
50,1948,United States of America,Syria,4.5799999,6.9699998
51,1948,United States of America,Lebanon,0.0,0.0
52,1948,United States of America,Jordan,0.0,3.0999999
53,1948,United States of America,Israel,6.0,29.0
54,1948,United States of America,Saudi Arabia,18.0,84.0
55,1948,United States of America,Yemen Arab Republic,0.0,0.0
56,1948,United States of America,Afghanistan,0.0,0.0
57,1948,United States of America,China,138.0,279.0
58,1948,United States of America,Mongolia,0.0,0.0
59,1948,United States of America,India,297.0,328.70001
60,1948,United States of America,Pakistan,30.0,24.0
61,1948,United States of America,Myanmar,2.0,6.4000001
62,1948,United States of America,Sri Lanka,59.0,22.799999
63,1948,United States of America,Nepal,0.0,0.0
64,1948,United States of America,Thailand,59.0,16.0
65,1948,United States of America,Philippines,256.0,517.98999
66,1948,United States of America,Australia,146.0,146.19
67,1948,United States of America,New Zealand,34.0,51.810001
68,1948,Canada,Cuba,20.719999,10.02
69,1948,Canada,Haiti,0.16,1.27
70,1948,Canada,Dominican Republic,15.83,2.1700001
71,1948,Canada,Mexico,29.9,11.4
72,1948,Canada,Guatemala,9.0,1.4
73,1948,Canada,Honduras,6.6999998,0.11
74,1948,Canada,El Salvador,1.2,1.1
75,1948,Canada,Nicaragua,0.1,0.11
76,1948,Canada,Costa Rica,3.4000001,0.80000001
77,1948,Canada,Panama,1.3,0.99000001
78,1948,Canada,Colombia,9.5,6.4000001
79,1948,Canada,Venezuela,104.2,18.200001
80,1948,Canada,Ecuador,0.89999998,1.65
81,1948,Canada,Peru,2.0999999,3.0999999
82,1948,Canada,Brazil,22.700001,20.24
83,1948,Canada,Bolivia,0.0,1.0
84,1948,Canada,Paraguay,0.20999999,0.30000001
85,1948,Canada,Chile,0.30000001,3.5999999
86,1948,Canada,Argentina,6.6999998,36.0
87,1948,Canada,Uruguay,0.89999998,5.3000002
88,1948,Canada,United Kingdom,338.0,874.29999
89,1948,Canada,Ireland,0.1,11.5
90,1948,Canada,Netherlands,5.3400002,50.099998
91,1948,Canada,France,11.59,30.219999
92,1948,Canada,Switzerland,8.1000004,22.9
93,1948,Canada,Spain,2.9000001,0.40000001
94,1948,Canada,Portugal,1.3,4.1999998
95,1948,Canada,Poland,0.0099999998,5.29
96,1948,Canada,Hungary,0.1,0.1
97,1948,Canada,Czechoslovakia,4.4000001,13.32
98,1948,Canada,Italy,7.6999998,29.6
99,1948,Canada,Albania,0.0,0.079999998
100,1948,Canada,Yugoslavia,0.0048489999,2.05
101,1948,Canada,Greece,0.13,8.8100004
102,1948,Canada,Bulgaria,0.0,0.1
103,1948,Canada,Romania,0.0,0.40000001
