,year,importer1,importer2,flow1,flow2
0,1944,United States of America,Cuba,386.98001,167.37
1,1944,United States of America,Haiti,12.49,9.25
2,1944,United States of America,Dominican Republic,16.700001,14.04
3,1944,United States of America,Paraguay,3.6400001,1.85
4,1944,United States of America,France,0.40000001,1264.22
5,1944,United States of America,Spain,43.98,36.490002
6,1944,United States of America,Germany,0.07,0.0
7,1944,United States of America,Albania,0.0,0.0
8,1944,United States of America,Yugoslavia,0.0,0.0
9,1944,United States of America,Greece,0.0060000001,21.530001
10,1944,United States of America,Ethiopia,0.72000003,0.83999997
11,1944,United States of America,Egypt,9.9399996,491.04001
12,1944,United States of America,Japan,0.0099999998,0.0
13,1944,Canada,Cuba,3.8,0.0
14,1944,Canada,Haiti,1.88,0.0
15,1944,Canada,Dominican Republic,4.4499998,0.0
16,1944,Canada,Paraguay,0.18000001,0.0
17,1944,Canada,France,0.0080610001,329.23001
18,1944,Canada,Germany,0.0,0.0
19,1944,Canada,Albania,0.0,0.0
20,1944,Canada,Yugoslavia,0.0,0.0
21,1944,Canada,Greece,0.0,0.0
22,1944,Canada,Ethiopia,0.0,0.0
23,1944,Canada,Egypt,0.16,0.0
24,1944,Canada,Japan,0.0,0.0
25,1944,Cuba,Mexico,0.0,1.13
26,1944,Cuba,Nicaragua,0.11,0.02
27,1944,Cuba,Costa Rica,0.0025810001,0.039999999
28,1944,Cuba,Colombia,0.0,0.49000001
29,1944,Cuba,Venezuela,0.0,0.16
30,1944,Cuba,Peru,0.0,0.28999999
31,1944,Cuba,Brazil,0.0,0.039999999
32,1944,Cuba,Argentina,0.0,1.87
33,1944,Cuba,United Kingdom,0.0,35.720001
34,1944,Cuba,France,0.0,0.059999999
35,1944,Cuba,Italy,0.0,0.0
36,1944,Cuba,South Africa,0.0,0.02
37,1944,Cuba,Australia,0.0,0.079999998
38,1944,Cuba,New Zealand,0.0,0.0
39,1944,Haiti,Mexico,0.0,2.6e-05
40,1944,Haiti,Costa Rica,0.0,0.00031900001
41,1944,Haiti,Colombia,0.0,1.17
42,1944,Haiti,Venezuela,0.0,0.02
43,1944,Haiti,Peru,0.0,7.0000001e-06
