,year,importer1,importer2,flow1,flow2
0,1939,United States of America,Cuba,104.93,77.550003
1,1939,United States of America,Haiti,3.03,5.1199999
2,1939,United States of America,Dominican Republic,5.8200002,6.7800002
3,1939,United States of America,Paraguay,1.8,0.67000002
4,1939,United States of America,Netherlands,28.93,80.849998
5,1939,United States of America,France,62.349998,149.18297
6,1939,United States of America,Germany,52.439999,79.25
7,1939,United States of America,Poland,11.49,16.1
8,1939,United States of America,Czechoslovakia,4.0300002,3.75
9,1939,United States of America,Albania,0.14,0.13
10,1939,United States of America,Yugoslavia,5.5,5.6300001
11,1939,United States of America,Greece,22.35,15.61586
12,1939,United States of America,Estonia,1.54,1.52
13,1939,United States of America,Latvia,0.75,1.42
14,1939,United States of America,Lithuania,0.49000001,0.38
15,1939,United States of America,Norway,21.68,34.27
16,1939,United States of America,Denmark,3.79,26.059999
17,1939,United States of America,Egypt,7.02,12.84
18,1939,United States of America,Japan,161.21001,260.25
19,1939,Canada,Cuba,0.85000002,0.98000002
20,1939,Canada,Haiti,0.039999999,0.0
21,1939,Canada,Dominican Republic,0.0099999998,0.0
22,1939,Canada,Paraguay,0.090000004,0.0
23,1939,Canada,Netherlands,3.6400001,5.1199999
24,1939,Canada,France,5.7800002,9.71
25,1939,Canada,Germany,8.5900002,0.0
26,1939,Canada,Poland,0.17,0.0
27,1939,Canada,Czechoslovakia,0.18000001,0.0
28,1939,Canada,Albania,0.0,0.0
29,1939,Canada,Yugoslavia,0.18000001,0.005839
30,1939,Canada,Greece,0.029999999,2.0690188
31,1939,Canada,Estonia,0.0099999998,0.0
32,1939,Canada,Latvia,0.0091899997,0.0
33,1939,Canada,Lithuania,0.0052769999,0.0
34,1939,Canada,Norway,0.64999998,13.22
35,1939,Canada,Denmark,0.18000001,0.31
36,1939,Canada,Egypt,0.98000002,0.22
37,1939,Canada,Japan,4.6700001,32.709999
38,1939,Cuba,Haiti,0.000121,0.0099999998
39,1939,Cuba,Dominican Republic,0.0099999998,0.07
40,1939,Cuba,Mexico,0.75999999,0.0099999998
41,1939,Cuba,Guatemala,0.0059639998,0.0061849998
42,1939,Cuba,Honduras,0.00043300001,0.02
43,1939,Cuba,El Salvador,0.0,0.001334
44,1939,Cuba,Nicaragua,0.00025400001,0.0
45,1939,Cuba,Costa Rica,0.001287,0.079999998
46,1939,Cuba,Panama,0.003237,0.14
47,1939,Cuba,Colombia,0.006325,0.31999999
48,1939,Cuba,Venezuela,0.00024600001,0.23999999
49,1939,Cuba,Ecuador,0.07,0.20999999
50,1939,Cuba,Peru,0.0099999998,0.12
51,1939,Cuba,Brazil,0.0099999998,0.0099999998
52,1939,Cuba,Bolivia,0.0,0.0034630001
53,1939,Cuba,Paraguay,0.0099999998,0.002349
54,1939,Cuba,Chile,0.57999998,0.13
55,1939,Cuba,Argentina,0.22,0.41
56,1939,Cuba,Uruguay,0.02,0.059999999
57,1939,Cuba,United Kingdom,3.0599999,26.209999
58,1939,Cuba,Ireland,0.00055699999,0.0
59,1939,Cuba,Netherlands,0.61000001,1.5599999
60,1939,Cuba,France,2.27,3.05
61,1939,Cuba,Switzerland,0.5,1.53
62,1939,Cuba,Spain,1.34,2.23
63,1939,Cuba,Portugal,0.43000001,0.029999999
64,1939,Cuba,Germany,3.3800001,2.23
65,1939,Cuba,Poland,0.079999998,0.0099999998
66,1939,Cuba,Hungary,0.14,0.0099999998
67,1939,Cuba,Czechoslovakia,0.23,0.050000001
68,1939,Cuba,Italy,0.98000002,0.34
69,1939,Cuba,Albania,0.0,0.0
70,1939,Cuba,Yugoslavia,0.02,0.0033130001
71,1939,Cuba,Greece,4.7000001e-05,0.0
72,1939,Cuba,Bulgaria,0.0,1.7e-05
73,1939,Cuba,Romania,0.0099999998,0.00062100001
74,1939,Cuba,Russia,0.00098799996,0.0
75,1939,Cuba,Estonia,0.000207,0.38
76,1939,Cuba,Latvia,0.00156,5.5e-05
