,year,importer1,importer2,flow1,flow2
0,1946,United States of America,Cuba,324.41,271.82001
1,1946,United States of America,Haiti,17.68,12.3
2,1946,United States of America,Dominican Republic,20.190001,29.440001
3,1946,United States of America,Paraguay,3.75,5.5100002
4,1946,United States of America,Netherlands,22.940001,202.17
5,1946,United States of America,France,62.799999,1870.2001
6,1946,United States of America,Spain,160.0,1.44e-05
7,1946,United States of America,Poland,0.25,183.25999
8,1946,United States of America,Czechoslovakia,19.16,17.1
9,1946,United States of America,Albania,0.0049999999,4.3200002
10,1946,United States of America,Yugoslavia,1.22,126.61
11,1946,United States of America,Greece,23.65,143.64
12,1946,United States of America,Norway,13.23,96.239998
13,1946,United States of America,Denmark,4.27,53.490002
14,1946,United States of America,Ethiopia,3.47,0.70999998
15,1946,United States of America,Egypt,24.040001,35.27
16,1946,United States of America,Syria,8.4899998,17.110001
17,1946,Canada,Cuba,12.33,4.4400001
18,1946,Canada,Haiti,0.72000003,0.94
19,1946,Canada,Dominican Republic,6.6399999,1.3
20,1946,Canada,Paraguay,0.23999999,0.07
21,1946,Canada,Netherlands,2.3199999,0.0
22,1946,Canada,France,4.3000002,195.68311
23,1946,Canada,Poland,0.00048799999,18.99
24,1946,Canada,Czechoslovakia,0.88999999,2.4100001
25,1946,Canada,Albania,0.0,0.1
26,1946,Canada,Yugoslavia,0.001697,10.15
27,1946,Canada,Greece,0.050000001,8.2200003
28,1946,Canada,Norway,0.76999998,26.610001
29,1946,Canada,Denmark,0.14,1.25
30,1946,Canada,Ethiopia,0.0010310001,0.02
31,1946,Canada,Egypt,0.23,12.73
32,1946,Canada,Syria,0.059999999,0.19
33,1946,Cuba,Nicaragua,0.76999998,0.0099999998
34,1946,Cuba,Costa Rica,0.090000004,1.12
35,1946,Cuba,Colombia,0.0,2.1500001
36,1946,Cuba,Venezuela,0.039999999,2.3800001
37,1946,Cuba,Peru,0.14,0.52999997
38,1946,Cuba,Brazil,0.14,0.11
39,1946,Cuba,Argentina,0.94999999,0.34999999
40,1946,Cuba,United Kingdom,18.57,82.660004
41,1946,Cuba,Ireland,0.0,0.25
42,1946,Cuba,Netherlands,0.0,7.7399998
