,year,importer1,importer2,flow1,flow2
0,1949,United States of America,Canada,1743.0,2101.2
1,1949,United States of America,Cuba,387.54001,380.26001
2,1949,United States of America,Haiti,19.780001,23.83
3,1949,United States of America,Dominican Republic,24.370001,38.330002
4,1949,United States of America,Mexico,274.0,397.89999
5,1949,United States of America,Guatemala,49.0,49.900002
6,1949,United States of America,Honduras,17.0,33.330002
7,1949,United States of America,El Salvador,45.0,28.4
8,1949,United States of America,Nicaragua,7.0,18.48
9,1949,United States of America,Costa Rica,26.0,31.6
10,1949,United States of America,Panama,12.0,52.360001
11,1949,United States of America,Colombia,272.0,195.5
12,1949,United States of America,Venezuela,313.0,543.0
13,1949,United States of America,Ecuador,19.0,35.970001
14,1949,United States of America,Peru,45.0,105.3
15,1949,United States of America,Brazil,620.0,521.40002
16,1949,United States of America,Bolivia,54.0,44.990002
17,1949,United States of America,Paraguay,5.6799998,7.6999998
18,1949,United States of America,Chile,172.0,165.3
19,1949,United States of America,Argentina,109.0,131.0
20,1949,United States of America,Uruguay,60.0,39.5
21,1949,United States of America,United Kingdom,255.0,823.09998
22,1949,United States of America,Ireland,2.0,68.300003
23,1949,United States of America,Netherlands,59.279999,303.12
24,1949,United States of America,France,61.48,490.73001
25,1949,United States of America,Switzerland,104.0,178.89999
26,1949,United States of America,Spain,28.0,41.0
27,1949,United States of America,Portugal,15.0,62.799999
28,1949,United States of America,Poland,3.3299999,23.52
29,1949,United States of America,Hungary,2.0,5.0
30,1949,United States of America,Czechoslovakia,20.870001,21.76
31,1949,United States of America,Italy,80.0,532.79999
32,1949,United States of America,Albania,0.0,0.12
33,1949,United States of America,Yugoslavia,14.85,20.889999
34,1949,United States of America,Greece,15.72,186.63
35,1949,United States of America,Bulgaria,2.0,1.0
36,1949,United States of America,Romania,1.0,3.0
37,1949,United States of America,Russia,44.0,7.0
38,1949,United States of America,Finland,31.0,30.299999
39,1949,United States of America,Sweden,61.0,112.7
40,1949,United States of America,Norway,30.73,102.22
41,1949,United States of America,Denmark,6.5799999,128.39999
42,1949,United States of America,Iceland,2.0,9.8999996
43,1949,United States of America,Liberia,0.0,0.0
44,1949,United States of America,Ethiopia,8.3299999,3.71
45,1949,United States of America,South Africa,131.0,266.0
46,1949,United States of America,Iran,18.0,71.900002
47,1949,United States of America,Turkey,62.0,58.599998
48,1949,United States of America,Iraq,6.0,16.9
49,1949,United States of America,Egypt,9.3999996,52.880001
50,1949,United States of America,Syria,3.8099999,4.9000001
51,1949,United States of America,Lebanon,0.0,0.0
52,1949,United States of America,Jordan,0.0,0.0
53,1949,United States of America,Israel,7.0,97.0
54,1949,United States of America,Saudi Arabia,22.0,85.0
55,1949,United States of America,Yemen Arab Republic,0.0,0.0
56,1949,United States of America,Afghanistan,0.0,0.0
57,1949,United States of America,China,123.0,136.0
58,1949,United States of America,Mongolia,0.0,0.0
59,1949,United States of America,South Korea,0.0,97.699997
60,1949,United States of America,India,269.0,284.10001
61,1949,United States of America,Pakistan,31.0,38.5
62,1949,United States of America,Myanmar,1.0,3.3
63,1949,United States of America,Sri Lanka,39.0,20.200001
64,1949,United States of America,Nepal,0.0,0.0
65,1949,United States of America,Thailand,54.0,32.0
66,1949,United States of America,Philippines,230.0,505.78
67,1949,United States of America,Indonesia,135.0,133.7
68,1949,United States of America,Australia,109.0,165.44
69,1949,United States of America,New Zealand,28.0,46.09
70,1949,Canada,Cuba,6.0900002,13.3
71,1949,Canada,Haiti,0.94999999,1.48
72,1949,Canada,Dominican Republic,4.1999998,2.02
73,1949,Canada,Mexico,26.799999,12.8
74,1949,Canada,Guatemala,6.1999998,1.5
75,1949,Canada,Honduras,7.5,0.44
76,1949,Canada,El Salvador,1.1,1.0
77,1949,Canada,Nicaragua,0.1,0.22
78,1949,Canada,Costa Rica,2.2,2.0
79,1949,Canada,Panama,2.5999999,1.4299999
80,1949,Canada,Colombia,13.4,4.0
81,1949,Canada,Venezuela,98.5,19.9
82,1949,Canada,Ecuador,1.2,1.65
83,1949,Canada,Peru,2.5,6.5
